year,respondent_id,weight,gender,age,education,income_quintile,employment_status,area_type,has_account,has_bank_account,has_mobile_money,has_digital_account,did_save,did_borrow,owns_mobile_phone,uses_internet,receives_pension,receives_remittances,any_digital_payment
2024,146363094,0.751719445149378,Male,22.0,Primary or less,2,1,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,146616943,0.380121520144588,Male,28.0,Primary or less,1,0,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,146750970,0.687166968308186,Female,23.0,Secondary,4,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,146887334,0.483307274998144,Female,36.0,Primary or less,3,1,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,146915165,1.71986658665328,Male,16.0,Secondary,3,1,Urban,0,0,0,0,1,1,,0,4,3.0,0
2024,146918415,0.300815321364116,Male,19.0,Secondary,5,0,Rural,1,0,1,1,1,0,,0,4,1.0,1
2024,147019152,0.362148303202542,Male,25.0,Secondary,5,1,Rural,1,0,1,1,0,1,,1,4,1.0,1
2024,147130013,0.964394593157452,Female,75.0,Primary or less,4,1,Rural,1,1,0,0,1,1,,0,4,2.0,0
2024,147157025,0.305918921299408,Male,25.0,Secondary,5,0,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,147241260,0.244830005845396,Male,22.0,Secondary,2,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,147368722,0.913764659081305,Male,66.0,Secondary,2,1,Rural,1,0,1,1,1,1,,0,4,1.0,1
2024,147422381,1.81685448301805,Male,32.0,Primary or less,1,1,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,147485533,0.718898610335217,Male,15.0,Primary or less,1,1,Rural,1,1,0,1,1,0,,1,3,3.0,0
2024,147593148,1.28989993998996,Male,22.0,Secondary,2,1,Urban,1,0,1,1,0,0,,0,4,3.0,1
2024,147603967,0.472184831744329,Male,23.0,Primary or less,5,1,Rural,1,0,1,1,1,1,,0,4,1.0,1
2024,147621694,0.471591070404612,Female,23.0,Secondary,5,1,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,147788896,1.12319363365645,Male,40.0,Secondary,3,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,147790391,0.920159630656519,Male,30.0,Primary or less,3,0,Urban,1,1,1,1,1,0,,1,4,2.0,1
2024,147961695,0.707907678323299,Male,24.0,Secondary,1,1,Urban,1,0,1,1,0,1,,0,4,1.0,1
2024,148059837,2.27417526981392,Female,49.0,Primary or less,4,1,Rural,1,0,1,1,0,0,,0,4,1.0,1
2024,148082347,0.753172525289803,Male,35.0,Primary or less,1,1,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,148109239,0.349199637272066,Male,32.0,Secondary,4,1,Urban,1,1,1,1,1,0,,1,4,1.0,1
2024,148114370,1.77319017485589,Male,35.0,Secondary,5,1,Urban,1,1,1,1,1,0,,1,1,1.0,1
2024,148156925,0.531720419669831,Female,19.0,Secondary,3,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,148273471,1.88293131322451,Male,40.0,Primary or less,1,1,Rural,1,1,0,0,1,1,,0,4,3.0,1
2024,148539543,0.482310943010774,Male,32.0,Primary or less,2,1,Urban,0,0,0,0,0,0,,0,4,2.0,0
2024,148582267,2.27417526981392,Female,61.0,Secondary,5,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,148729010,0.464332646459925,Male,33.0,Tertiary+,5,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,148849516,1.44283349100485,Male,18.0,Primary or less,1,1,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,148903216,0.34902434918208,Male,30.0,Secondary,3,0,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,149020890,0.4878443912928,Female,26.0,Secondary,5,1,Rural,1,1,0,0,0,1,,1,4,1.0,1
2024,149034136,0.305289356662117,Male,38.0,Primary or less,2,1,Urban,0,0,0,0,1,1,,0,4,3.0,0
2024,149098831,2.27417526981392,Male,30.0,Primary or less,5,1,Urban,0,0,0,0,0,0,,0,4,3.0,0
2024,149253604,0.359855360120838,Female,26.0,Tertiary+,5,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,149270552,2.27417526981392,Male,42.0,Primary or less,2,1,Rural,1,0,1,1,1,1,,0,4,3.0,1
2024,149395330,1.84866971492069,Female,20.0,Secondary,4,1,Rural,1,0,1,1,1,1,,1,4,2.0,1
2024,149487287,2.27417526981392,Female,52.0,Primary or less,1,1,Rural,0,0,0,0,0,1,,0,4,2.0,0
2024,149541345,0.307760176765478,Male,23.0,Secondary,5,1,Urban,1,0,1,1,1,0,,1,4,1.0,1
2024,149755379,2.27417526981392,Male,17.0,Primary or less,2,1,Urban,1,0,1,1,1,1,,1,4,3.0,1
2024,149977358,0.964621886021549,Male,34.0,Secondary,4,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,149991981,0.244830005845396,Female,20.0,Secondary,5,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,150046209,1.25322309092598,Female,30.0,Primary or less,5,1,Rural,1,0,1,1,1,1,,0,4,1.0,1
2024,150155094,1.00922258378305,Female,23.0,Secondary,3,1,Urban,1,0,1,1,1,1,,0,2,1.0,1
2024,150157849,0.353382788784095,Male,50.0,Primary or less,5,1,Rural,1,0,1,1,1,1,,0,4,1.0,1
2024,150206893,0.434435826767333,Male,22.0,Secondary,3,1,Urban,1,1,1,1,1,1,,1,2,1.0,1
2024,150248385,1.03822940509347,Male,20.0,Primary or less,2,0,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,150290834,1.02953506826998,Male,43.0,Primary or less,4,1,Urban,1,0,1,1,0,1,,1,4,1.0,1
2024,150380019,0.41579271512914,Female,39.0,Primary or less,5,1,Rural,0,0,0,0,1,1,,1,4,2.0,0
2024,150506741,1.36930993914213,Male,60.0,Primary or less,2,1,Rural,0,0,0,0,1,1,,0,4,1.0,0
2024,150615067,1.08664395550053,Male,25.0,Secondary,2,1,Urban,1,0,1,1,1,1,,1,4,2.0,1
2024,150639508,0.423392779487973,Female,47.0,Secondary,4,1,Rural,1,1,0,0,1,1,,0,4,1.0,1
2024,150642470,0.993675467520594,Female,36.0,,4,1,Rural,1,1,1,1,1,1,,1,4,1.0,1
2024,150753090,0.943182140809224,Female,19.0,Secondary,5,1,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,150926382,1.16586699563655,Female,25.0,Primary or less,2,1,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,151012106,1.51613853034724,Male,28.0,Primary or less,4,0,Urban,0,0,0,0,1,1,,1,4,3.0,0
2024,151012586,0.868871653534667,Male,16.0,Secondary,1,0,Urban,0,0,0,0,0,0,,0,4,3.0,0
2024,151066097,1.16586699563655,Female,33.0,Primary or less,2,1,Rural,0,0,0,0,0,1,,0,4,1.0,0
2024,151162461,1.0568132658803,Female,27.0,Secondary,2,1,Urban,1,1,0,0,0,0,,0,4,1.0,1
2024,151419867,0.58232936617094,Female,20.0,Secondary,3,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,151498587,0.418634885384403,Female,21.0,Secondary,5,0,Urban,1,1,1,1,1,0,,1,4,1.0,1
2024,151599018,1.10576364456101,Female,35.0,Secondary,4,1,Urban,1,1,1,1,1,1,,1,4,3.0,1
2024,151751409,0.718898610335217,Male,15.0,Primary or less,1,1,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,151907393,1.79973117175309,Male,20.0,Primary or less,2,1,Urban,0,0,0,0,1,1,,0,4,1.0,0
2024,152086429,0.794414670430155,Female,28.0,Tertiary+,5,1,Rural,1,1,1,1,1,1,,1,4,1.0,1
2024,152127338,0.493581290982721,Male,27.0,Secondary,4,0,Rural,1,0,1,1,0,1,,0,4,1.0,1
2024,152161753,2.27417526981392,Male,33.0,Primary or less,4,1,Rural,1,0,1,1,1,1,,0,4,1.0,1
2024,152275848,1.88293131322451,Male,42.0,Primary or less,2,1,Urban,1,0,1,1,1,0,,0,4,1.0,1
2024,152369789,0.627952328076605,Female,20.0,Secondary,5,1,Urban,1,0,1,1,0,1,,1,4,1.0,1
2024,152375708,0.557550862641187,Female,18.0,Primary or less,4,1,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,152399468,0.584411241877566,Female,28.0,Secondary,2,0,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,152493984,1.28989993998996,Male,17.0,Secondary,5,0,Urban,0,0,0,0,1,0,,1,4,1.0,0
2024,152496495,0.786372108727624,Male,18.0,Primary or less,2,0,Rural,0,0,0,0,1,1,,0,4,3.0,0
2024,152539232,0.523799455908099,Male,34.0,Secondary,4,1,Rural,1,1,1,1,1,1,,1,4,1.0,1
2024,152548883,0.646709630255889,Male,20.0,Primary or less,3,1,Rural,1,0,1,1,0,1,,1,4,1.0,1
2024,152668464,1.39147376188009,Female,35.0,Primary or less,1,1,Rural,1,0,1,1,1,1,,0,4,1.0,1
2024,152736788,1.82864080931222,Female,30.0,Primary or less,1,0,Rural,1,1,0,0,0,0,,0,4,2.0,1
2024,152828021,0.244830005845396,Female,44.0,Secondary,5,1,Rural,1,1,1,1,1,1,,0,4,1.0,1
2024,153273706,1.08664395550053,Male,33.0,Secondary,5,0,Urban,0,0,0,0,1,1,,1,4,2.0,0
2024,153509036,0.831585430258279,Female,37.0,Secondary,3,1,Rural,1,1,1,1,1,1,,0,4,1.0,1
2024,153514700,0.244830005845396,Male,23.0,Secondary,5,0,Urban,1,0,1,1,1,1,,1,4,3.0,1
2024,153755639,0.859933293326642,Male,19.0,Secondary,5,0,Urban,0,0,0,0,1,1,,1,4,3.0,0
2024,153788716,0.855983533491211,Female,40.0,Secondary,4,0,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,153808421,1.08243148376079,Male,38.0,Secondary,4,0,Urban,1,0,1,1,0,1,,1,4,2.0,1
2024,154009742,2.27417526981392,Male,27.0,Secondary,3,1,Rural,1,0,1,1,1,0,,1,4,3.0,1
2024,154049846,0.821527008357708,Male,50.0,Primary or less,1,0,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,154479024,0.627952328076605,Female,22.0,Secondary,5,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,154589722,0.244830005845396,Male,55.0,Secondary,5,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,154781933,0.708753989987942,Female,44.0,Tertiary+,3,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,154809960,0.244830005845396,Male,27.0,Secondary,5,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,154859273,1.10363031768309,Female,21.0,Secondary,3,1,Urban,1,0,1,1,1,1,,1,4,3.0,1
2024,155055442,1.62996593325079,Male,30.0,Secondary,4,1,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,155089991,0.286591925045191,Male,23.0,Secondary,3,1,Rural,0,0,0,0,0,1,,0,4,2.0,0
2024,155155589,2.22148303557779,Female,25.0,Primary or less,4,1,Rural,1,1,0,0,1,1,,0,4,1.0,1
2024,155414349,0.979700805516975,Female,18.0,Secondary,2,1,Urban,1,1,1,1,1,1,,1,4,2.0,1
2024,155504069,0.943182140809224,Female,17.0,Secondary,2,1,Urban,1,1,1,1,1,1,,1,4,3.0,1
2024,155922179,0.471823265236574,Male,18.0,Secondary,1,0,Rural,0,0,0,0,0,0,,0,4,2.0,0
2024,156060628,0.429808392400784,Male,61.0,Secondary,5,1,Urban,0,0,0,0,0,0,,1,4,1.0,0
2024,156135036,1.87929861287345,Male,17.0,Primary or less,1,0,Rural,0,0,0,0,0,1,,0,4,1.0,0
2024,156333947,0.244830005845396,Female,42.0,Secondary,3,1,Rural,1,1,1,1,1,1,,1,4,1.0,1
2024,156464430,0.305918921299408,Male,26.0,Secondary,5,1,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,156482637,0.584012093445136,Female,30.0,Secondary,5,1,Urban,1,1,0,0,1,1,,1,4,1.0,1
2024,156594028,0.359317005638911,Male,60.0,Primary or less,3,1,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,156689615,2.23271391969735,Female,24.0,Primary or less,4,1,Urban,1,1,0,1,1,1,,1,4,2.0,0
2024,156720108,0.244830005845396,Female,27.0,Secondary,5,1,Rural,1,0,1,1,1,0,,1,4,1.0,1
2024,156816671,1.3945886537061,Female,30.0,Secondary,5,1,Urban,0,0,0,0,1,0,,1,4,1.0,0
2024,156831299,2.27417526981392,Female,20.0,Primary or less,4,0,Rural,0,0,0,0,0,0,,0,4,2.0,0
2024,156915470,1.00922258378305,Female,16.0,Secondary,1,0,Rural,0,0,0,0,0,1,,0,4,2.0,0
2024,157084142,1.71986658665328,Male,21.0,Secondary,5,1,Urban,1,0,1,1,0,0,,0,4,3.0,1
2024,157136009,0.244830005845396,Male,24.0,Secondary,5,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,157157241,1.80354186375607,Male,24.0,Primary or less,1,1,Rural,0,0,0,0,1,1,,0,4,3.0,0
2024,157338178,0.964394593157452,Female,70.0,Primary or less,5,0,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,157401131,0.244830005845396,Male,36.0,Secondary,2,1,Urban,1,0,1,1,1,1,,0,4,1.0,1
2024,157432737,0.841869340054384,Female,30.0,Primary or less,5,1,Urban,0,0,0,0,1,1,,0,4,2.0,0
2024,157593596,1.78617113575788,Female,18.0,Primary or less,3,1,Urban,0,0,0,0,1,1,,1,4,1.0,0
2024,157637632,0.244830005845396,Female,42.0,Secondary,4,1,Rural,1,1,1,1,1,0,,1,4,1.0,1
2024,157765223,1.05800547855245,Female,28.0,Secondary,4,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,157840387,1.68428670657135,Female,25.0,Primary or less,4,1,Rural,1,0,1,1,1,1,,0,4,1.0,1
2024,157849555,2.27417526981392,Female,31.0,Primary or less,1,1,Rural,1,1,0,0,1,0,,0,4,3.0,1
2024,157948362,1.51613853034724,Male,25.0,Primary or less,2,1,Urban,1,0,1,1,1,1,,1,4,2.0,1
2024,158080896,0.244830005845396,Male,24.0,Secondary,5,1,Urban,1,1,1,1,1,0,,1,4,1.0,1
2024,158084524,0.412991160831824,Female,20.0,Secondary,3,0,Urban,1,1,1,1,0,1,,1,4,1.0,1
2024,158267907,0.785658304400844,Male,49.0,Primary or less,1,1,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,158439068,0.764844751515735,Male,40.0,Secondary,5,0,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,158444177,0.776439154894586,Female,24.0,Secondary,5,1,Urban,1,0,1,1,1,1,,1,4,3.0,1
2024,158585151,0.859775775135573,Male,18.0,Secondary,3,0,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,158619808,0.652388884070882,Male,20.0,Secondary,4,1,Urban,1,0,1,1,1,0,,1,4,1.0,1
2024,158653339,0.751719445149378,Male,20.0,Primary or less,3,0,Rural,0,0,0,0,1,1,,0,4,2.0,0
2024,158801352,0.404469367880372,Female,40.0,Secondary,2,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,158954189,0.914101104704081,Male,20.0,Secondary,2,0,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,158972464,1.14505372858681,Male,15.0,Secondary,2,0,Urban,0,0,0,0,1,1,,1,4,2.0,0
2024,159006860,0.382880633831114,Female,34.0,Secondary,2,1,Rural,1,0,1,1,0,1,,1,4,1.0,1
2024,159138046,0.579095340168869,Female,15.0,Secondary,1,0,Rural,0,0,0,0,0,0,,1,4,3.0,0
2024,159143639,1.00830649400953,Female,50.0,Primary or less,1,1,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,159232913,0.435954739123801,Female,29.0,Secondary,2,1,Rural,1,0,1,1,1,1,,0,4,1.0,1
2024,159258882,0.605774536821649,Female,56.0,Primary or less,2,1,Rural,0,0,0,0,1,0,,0,4,3.0,0
2024,159271131,1.80702812566077,Male,35.0,Primary or less,3,1,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,159319516,0.244830005845396,Female,26.0,Secondary,5,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,159431775,1.18046207936082,Male,16.0,Primary or less,1,0,Rural,0,0,0,0,1,1,,0,4,1.0,0
2024,159531224,0.81720653931538,Male,26.0,Secondary,4,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,159566869,0.772127120225159,Female,18.0,Secondary,3,1,Rural,1,0,1,1,1,0,,0,4,1.0,1
2024,159588164,0.276344788546234,Male,20.0,Secondary,3,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,159589086,2.27417526981392,Female,26.0,Primary or less,1,1,Rural,0,0,0,0,1,1,,0,4,3.0,0
2024,159707381,0.908427241509024,Male,30.0,Primary or less,1,0,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,159804172,0.629097686982099,Male,18.0,Secondary,2,1,Urban,1,0,1,1,0,0,,1,4,2.0,1
2024,160160498,0.244830005845396,Male,34.0,Tertiary+,5,1,Rural,1,1,1,1,1,0,,1,4,1.0,1
2024,160455901,0.829981069725732,Female,18.0,Secondary,4,0,Rural,1,1,1,1,1,1,,0,4,1.0,1
2024,160461056,0.870551189899564,Male,35.0,Secondary,2,0,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,160508151,1.40908435450706,Female,25.0,Secondary,2,0,Rural,1,0,1,1,1,0,,0,4,3.0,1
2024,160571882,1.80270056944958,Male,40.0,Primary or less,2,1,Rural,1,1,1,1,1,1,,1,4,1.0,1
2024,160610868,0.313785666096367,Female,28.0,Tertiary+,4,0,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,160639365,2.27417526981392,Female,29.0,Primary or less,1,1,Rural,1,1,0,0,1,1,,0,4,1.0,1
2024,160677259,0.244830005845396,Male,38.0,Secondary,1,1,Rural,1,1,1,1,1,1,,0,4,1.0,1
2024,160701370,0.376586262644902,Male,37.0,Primary or less,1,0,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,160817289,0.646709630255889,Male,22.0,Primary or less,3,0,Rural,1,1,1,1,1,1,,0,1,1.0,1
2024,160922307,0.410763504178854,Male,46.0,Primary or less,2,0,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,160943264,0.367457160045984,Male,22.0,Tertiary+,4,0,Urban,1,0,1,1,1,1,,1,4,3.0,1
2024,161012543,0.245400012570069,Male,36.0,Secondary,4,1,Rural,1,0,1,1,1,1,,0,4,1.0,1
2024,161256173,0.859256114614395,Female,65.0,Primary or less,4,0,Rural,1,0,1,1,0,1,,0,4,3.0,1
2024,161284092,0.475674345086041,Male,30.0,Secondary,4,1,Rural,1,1,1,1,1,1,,1,4,1.0,1
2024,161319364,1.36741387729822,Male,28.0,Primary or less,3,1,Rural,0,0,0,0,0,1,,0,4,3.0,0
2024,161456222,0.244830005845396,Male,25.0,Secondary,5,0,Urban,1,0,1,1,0,1,,0,4,3.0,1
2024,161601865,2.27417526981392,Female,53.0,Primary or less,1,1,Rural,0,0,0,0,1,1,,0,4,2.0,0
2024,161631950,0.696498969689888,Male,34.0,Secondary,4,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,161743553,2.27417526981392,Female,35.0,Primary or less,3,1,Rural,1,1,1,1,1,1,,1,4,3.0,1
2024,161841089,0.244830005845396,Male,39.0,Secondary,3,1,Urban,1,1,0,0,0,0,,1,4,3.0,0
2024,161951655,2.27417526981392,Female,53.0,Primary or less,3,1,Rural,1,0,1,1,1,1,,0,4,3.0,1
2024,162151994,1.45583042026827,Male,55.0,Primary or less,2,0,Urban,0,0,0,0,1,0,,0,4,3.0,0
2024,162172134,2.17541369514164,Female,40.0,Primary or less,5,1,Urban,1,1,0,1,0,0,,0,4,3.0,0
2024,162189143,1.71791742077046,Female,16.0,Primary or less,3,1,Rural,0,0,0,0,1,1,,0,4,1.0,0
2024,162222202,0.464332646459925,Male,29.0,Secondary,5,0,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,162224311,1.23798667498461,Female,27.0,Secondary,5,1,Urban,1,0,1,1,1,1,,0,4,1.0,1
2024,162267840,0.605774536821649,Female,55.0,Primary or less,3,1,Rural,1,1,0,0,0,0,,0,4,3.0,0
2024,162287712,0.334074946679516,Female,66.0,Secondary,3,1,Urban,0,0,0,0,1,1,,0,4,2.0,0
2024,162378673,0.418480801909387,Female,58.0,Tertiary+,5,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,162406077,0.915021866743591,Female,47.0,Secondary,5,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,162517761,0.964621886021549,Male,32.0,Primary or less,4,1,Urban,1,0,1,1,1,1,,0,4,3.0,1
2024,162549399,1.8028780490397,Male,56.0,Primary or less,1,0,Rural,1,0,1,1,1,0,,0,4,2.0,1
2024,162558649,0.349199637272066,Male,33.0,Secondary,5,1,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,162640274,1.88293131322451,Male,35.0,Primary or less,3,0,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,162779827,0.965158900281448,Female,24.0,Secondary,1,1,Rural,1,1,1,1,1,1,,1,4,1.0,1
2024,163517970,0.461313864612063,Female,23.0,Primary or less,5,1,Rural,1,1,0,0,1,1,,0,4,3.0,1
2024,163554739,0.609400736469388,Male,15.0,Secondary,1,0,Urban,0,0,0,0,0,0,,0,4,3.0,0
2024,163791755,1.05576266050126,Female,28.0,Secondary,4,1,Rural,1,1,1,1,1,1,,1,4,1.0,1
2024,163792966,0.29796008021784,Female,28.0,Secondary,4,1,Urban,1,1,0,1,1,1,,1,4,1.0,1
2024,163888486,1.12757916772407,Male,24.0,Primary or less,1,0,Rural,1,0,1,1,0,0,,0,4,1.0,1
2024,164177191,0.244830005845396,Male,38.0,Tertiary+,5,0,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,164318125,0.244830005845396,Male,25.0,Secondary,3,0,Rural,1,0,1,1,0,1,,1,4,3.0,1
2024,164353624,1.12757916772407,Male,24.0,Primary or less,1,1,Rural,0,0,0,0,0,1,,0,4,2.0,0
2024,164502060,1.55650808916703,Female,40.0,Secondary,4,1,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,164513026,1.84260182736844,Female,38.0,Secondary,2,1,Rural,1,1,0,0,1,1,,0,4,1.0,1
2024,164708727,0.666443781864613,Female,19.0,Secondary,4,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,164717755,0.393555999786387,Male,54.0,Secondary,5,1,Rural,1,1,1,1,0,1,,1,4,1.0,1
2024,164725492,0.949900879106335,Male,29.0,Primary or less,4,0,Rural,0,0,0,0,0,0,,1,4,2.0,0
2024,164738212,1.07067959600548,Female,46.0,Secondary,4,1,Rural,0,0,0,0,1,1,,1,4,3.0,0
2024,164798054,0.627721202864081,Female,70.0,Secondary,5,0,Urban,0,0,0,0,0,0,,1,2,1.0,0
2024,164889852,1.08664395550053,Male,32.0,Secondary,4,0,Urban,1,1,1,1,1,0,,1,4,1.0,1
2024,165321871,0.610578713324233,Male,37.0,Secondary,1,0,Urban,0,0,0,0,0,1,,0,4,3.0,0
2024,165328568,0.276739980184469,Male,35.0,Secondary,3,1,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,165332991,0.707386605606918,Female,18.0,Secondary,3,0,Urban,1,0,1,1,0,0,,1,4,2.0,1
2024,165354465,0.696086790884204,Female,28.0,Secondary,3,1,Rural,1,1,1,1,1,1,,1,4,1.0,1
2024,165385610,0.248850470929173,Male,17.0,Secondary,3,0,Urban,1,0,1,1,1,0,,1,4,1.0,1
2024,165442463,0.276206071477281,Male,18.0,Secondary,3,1,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,165490238,0.965158900281448,Female,15.0,Secondary,3,1,Rural,1,1,0,1,1,0,,1,4,1.0,1
2024,165538190,0.244830005845396,Female,35.0,Tertiary+,5,1,Urban,1,1,0,1,1,0,,1,4,1.0,1
2024,165544097,1.03274290193511,Female,42.0,Secondary,4,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,165750132,1.4898004010892,Female,29.0,Secondary,2,1,Urban,1,0,1,1,1,0,,1,4,1.0,1
2024,165754415,2.27417526981392,Female,47.0,Secondary,4,1,Rural,1,1,1,1,1,0,,0,4,1.0,1
2024,165840301,0.652388884070882,Male,21.0,Secondary,3,1,Urban,1,0,1,1,0,0,,1,4,1.0,1
2024,165882733,2.27417526981392,Female,64.0,Primary or less,3,1,Rural,1,1,0,0,1,0,,0,4,2.0,1
2024,165882782,0.721416745502427,Male,20.0,Primary or less,1,1,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,165919645,2.1086801040384,Female,50.0,Primary or less,2,0,Rural,0,0,0,0,0,0,,0,4,3.0,0
2024,166045917,2.27417526981392,Male,25.0,Secondary,3,1,Rural,1,0,1,1,1,1,,0,4,1.0,1
2024,166075431,0.966614549996287,Female,39.0,Primary or less,1,0,Rural,1,0,1,1,0,1,,0,4,2.0,1
2024,166123851,0.51565463776012,Female,18.0,Secondary,4,1,Rural,1,1,1,1,1,0,,1,4,3.0,1
2024,166201119,0.551185740068977,Male,23.0,Secondary,3,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,166209804,1.91211187878934,Male,42.0,Primary or less,4,1,Urban,0,0,0,0,0,0,,1,4,3.0,0
2024,166247491,0.388164729427344,Female,40.0,Secondary,2,1,Rural,1,0,1,1,0,0,,0,4,1.0,1
2024,166537540,0.928665292919851,Male,30.0,Secondary,5,1,Urban,1,1,1,1,1,1,,1,4,1.0,1
2024,166691441,0.325428649576904,Male,33.0,Secondary,5,0,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,166698744,1.3945886537061,Female,32.0,Secondary,5,1,Urban,1,0,1,1,1,0,,0,4,3.0,1
2024,166785703,1.80187020951437,Female,36.0,Secondary,2,1,Rural,0,0,0,0,0,1,,0,4,2.0,0
2024,166815329,0.244830005845396,Male,26.0,Secondary,5,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,166879958,1.32129564383442,Female,35.0,Primary or less,3,0,Urban,1,0,1,1,0,0,,1,4,1.0,1
2024,166987155,0.244830005845396,Male,27.0,Secondary,4,1,Rural,0,0,0,0,1,1,,1,4,1.0,0
2024,166993498,1.05800547855245,Female,25.0,Secondary,3,1,Urban,1,1,1,1,1,1,,1,4,3.0,1
2024,167004327,1.9287891863149,Female,68.0,Primary or less,2,0,Rural,0,0,0,0,0,1,,0,4,1.0,0
2024,167020305,0.615293804052338,Male,65.0,Secondary,5,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,167177760,1.22580980897307,Male,25.0,Secondary,2,1,Rural,1,1,0,0,0,1,,1,4,2.0,1
2024,167218480,0.368100018855104,Male,41.0,Secondary,5,1,Rural,1,1,1,1,0,0,,1,1,1.0,1
2024,167291972,1.61677407563972,Male,18.0,Secondary,4,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,167535086,0.764844751515735,Male,44.0,Secondary,3,1,Urban,1,1,1,1,1,1,,1,1,1.0,1
2024,167577461,0.666443781864613,Female,18.0,Secondary,5,1,Rural,1,0,1,1,1,1,,1,4,1.0,1
2024,167753004,0.557550862641187,Female,15.0,Secondary,3,1,Urban,0,0,0,0,1,1,,1,4,3.0,0
2024,167839903,0.652388884070882,Male,20.0,Secondary,3,1,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,167892385,1.21909387287481,Female,33.0,Primary or less,1,1,Rural,0,0,0,0,1,1,,0,4,3.0,0
2024,167960515,0.696498969689888,Male,25.0,Secondary,5,0,Urban,1,0,1,1,1,1,,1,4,1.0,1
2024,168004098,0.720228780758029,Male,23.0,Secondary,4,0,Rural,1,0,1,1,0,0,,0,4,1.0,1
